County_Name,parent_state_name,Latitude,Longitude,,,,,,,,,,,
Dougherty,Georgia,31.573426,-84.167625,,,,,,,,,,,
Douglas,Georgia,33.724923,-84.734644,,,,,,,,,,,
Early,Georgia,31.331726,-84.916722,,,,,,,,,,,
Echols,Georgia,30.708629,-83.057989,,,,,,,,,,,
Effingham,Georgia,32.291745,-81.299511,,,,,,,,,,,
Elbert,Georgia,34.126521,-82.879523,,,,,,,,,,,
Emanuel,Georgia,32.58586,-82.307952,,,,,,,,,,,
Evans,Georgia,32.169649,-81.907367,,,,,,,,,,,
Fannin,Georgia,34.901383,-84.313402,,,,,,,,,,,
Fayette,Georgia,33.427941,-84.512414,,,,,,,,,,,
Floyd,Georgia,34.255796,-85.183164,,,,,,,,,,,
Forsyth,Georgia,34.19492,-84.144322,,,,,,,,,,,
Franklin,Georgia,34.377335,-83.186079,,,,,,,,,,,
Fulton,Georgia,33.836086,-84.393645,,,,,,,,,,,
Gilmer,Georgia,34.677249,-84.483646,,,,,,,,,,,
Glascock,Georgia,33.235927,-82.609847,,,,,,,,,,,
Glynn,Georgia,31.202698,-81.486488,,,,,,,,,,,
Gordon,Georgia,34.498326,-84.908795,,,,,,,,,,,
Grady,Georgia,30.882764,-84.214288,,,,,,,,,,,
Greene,Georgia,33.549876,-83.166093,,,,,,,,,,,
Gwinnett,Georgia,33.951956,-84.057963,,,,,,,,,,,
Habersham,Georgia,34.56516,-83.541626,,,,,,,,,,,
Hall,Georgia,34.275205,-83.844712,,,,,,,,,,,
Hancock,Georgia,33.255825,-83.002047,,,,,,,,,,,
Haralson,Georgia,33.76192,-85.18547,,,,,,,,,,,
Harris,Georgia,32.699933,-84.895034,,,,,,,,,,,
Hart,Georgia,34.355413,-82.964953,,,,,,,,,,,
Heard,Georgia,33.309334,-85.1134,,,,,,,,,,,
Henry,Georgia,33.475842,-84.175416,,,,,,,,,,,
Houston,Georgia,32.571603,-83.663357,,,,,,,,,,,
Irwin,Georgia,31.604647,-83.280834,,,,,,,,,,,
Jackson,Georgia,34.132059,-83.584805,,,,,,,,,,,
Jasper,Georgia,33.356251,-83.724341,,,,,,,,,,,
Jeff Davis,Georgia,31.848776,-82.600696,,,,,,,,,,,
Jefferson,Georgia,33.063551,-82.407657,,,,,,,,,,,
Jenkins,Georgia,32.794618,-81.950133,,,,,,,,,,,
Johnson,Georgia,32.701199,-82.679535,,,,,,,,,,,
Jones,Georgia,32.962134,-83.54514,,,,,,,,,,,
Lamar,Georgia,33.08002,-84.1544,,,,,,,,,,,
Lanier,Georgia,31.035393,-83.090886,,,,,,,,,,,
Laurens,Georgia,32.516487,-82.926131,,,,,,,,,,,
Lee,Georgia,31.681194,-84.173396,,,,,,,,,,,
Liberty,Georgia,31.827766,-81.578482,,,,,,,,,,,
Lincoln,Georgia,33.781126,-82.44638,,,,,,,,,,,
Long,Georgia,31.778807,-81.733663,,,,,,,,,,,
Lowndes,Georgia,30.857006,-83.280221,,,,,,,,,,,
Lumpkin,Georgia,34.524951,-83.986879,,,,,,,,,,,
McDuffie,Georgia,33.459617,-82.469866,,,,,,,,,,,
McIntosh,Georgia,31.47526,-81.407579,,,,,,,,,,,
Macon,Georgia,32.325042,-84.038814,,,,,,,,,,,
Madison,Georgia,34.104614,-83.24068,,,,,,,,,,,
Marion,Georgia,32.380907,-84.523557,,,,,,,,,,,
Meriwether,Georgia,33.008863,-84.672846,,,,,,,,,,,
Miller,Georgia,31.159722,-84.737198,,,,,,,,,,,
Mitchell,Georgia,31.216853,-84.172094,,,,,,,,,,,
Monroe,Georgia,33.038194,-83.906823,,,,,,,,,,,
Montgomery,Georgia,32.167319,-82.533261,,,,,,,,,,,
Morgan,Georgia,33.600243,-83.485957,,,,,,,,,,,
Murray,Georgia,34.782329,-84.792066,,,,,,,,,,,
Muscogee,Georgia,32.492289,-84.930634,,,,,,,,,,,
Newton,Georgia,33.56952,-83.896609,,,,,,,,,,,
Oconee,Georgia,33.875278,-83.457946,,,,,,,,,,,
Oglethorpe,Georgia,33.916594,-83.14492,,,,,,,,,,,
Paulding,Georgia,33.905688,-84.816609,,,,,,,,,,,
Peach,Georgia,32.584826,-83.82958,,,,,,,,,,,
Pickens,Georgia,34.455892,-84.442301,,,,,,,,,,,
Pierce,Georgia,31.314668,-82.240429,,,,,,,,,,,
Pike,Georgia,33.103227,-84.366796,,,,,,,,,,,
Polk,Georgia,34.010878,-85.176771,,,,,,,,,,,
Pulaski,Georgia,32.275344,-83.480342,,,,,,,,,,,
Putnam,Georgia,33.317059,-83.339663,,,,,,,,,,,
Quitman,Georgia,31.859377,-85.077727,,,,,,,,,,,
Rabun,Georgia,34.87903,-83.407223,,,,,,,,,,,
Randolph,Georgia,31.760403,-84.758026,,,,,,,,,,,
Richmond,Georgia,33.426859,-82.049444,,,,,,,,,,,
Rockdale,Georgia,33.642043,-84.020894,,,,,,,,,,,
Schley,Georgia,32.241549,-84.306781,,,,,,,,,,,
Screven,Georgia,32.722842,-81.627328,,,,,,,,,,,
Seminole,Georgia,30.972496,-84.868027,,,,,,,,,,,
Spalding,Georgia,33.258051,-84.273339,,,,,,,,,,,
Stephens,Georgia,34.556904,-83.288681,,,,,,,,,,,
Stewart,Georgia,32.069335,-84.764519,,,,,,,,,,,
Sumter,Georgia,32.059981,-84.221818,,,,,,,,,,,
Talbot,Georgia,32.703124,-84.582116,,,,,,,,,,,
Taliaferro,Georgia,33.5688,-82.88576,,,,,,,,,,,
Tattnall,Georgia,32.043908,-82.052217,,,,,,,,,,,
Taylor,Georgia,32.560542,-84.215083,,,,,,,,,,,
Telfair,Georgia,32.01562,-82.892471,,,,,,,,,,,
Terrell,Georgia,31.772157,-84.42886,,,,,,,,,,,
Thomas,Georgia,30.868962,-83.948411,,,,,,,,,,,
Tift,Georgia,31.454362,-83.515048,,,,,,,,,,,
Toombs,Georgia,32.183936,-82.367022,,,,,,,,,,,
Towns,Georgia,34.938692,-83.782961,,,,,,,,,,,
Treutlen,Georgia,32.387047,-82.589718,,,,,,,,,,,
Troup,Georgia,33.036737,-85.031746,,,,,,,,,,,
Turner,Georgia,31.700824,-83.636891,,,,,,,,,,,
Twiggs,Georgia,32.703662,-83.416286,,,,,,,,,,,
Union,Georgia,34.874243,-84.002286,,,,,,,,,,,
Upson,Georgia,32.907469,-84.324382,,,,,,,,,,,
Walker,Georgia,34.83654,-85.293376,,,,,,,,,,,
Walton,Georgia,33.795381,-83.784266,,,,,,,,,,,
Ware,Georgia,31.22682,-82.383943,,,,,,,,,,,
Warren,Georgia,33.407596,-82.662844,,,,,,,,,,,
Washington,Georgia,32.962029,-82.773406,,,,,,,,,,,
Wayne,Georgia,31.611857,-81.919105,,,,,,,,,,,
Webster,Georgia,32.049343,-84.560657,,,,,,,,,,,
Wheeler,Georgia,32.146558,-82.751307,,,,,,,,,,,
White,Georgia,34.601048,-83.744309,,,,,,,,,,,
Whitfield,Georgia,34.792742,-84.965686,,,,,,,,,,,
Wilcox,Georgia,31.975167,-83.405657,,,,,,,,,,,
Wilkes,Georgia,33.755364,-82.753524,,,,,,,,,,,
Wilkinson,Georgia,32.8443,-83.239491,,,,,,,,,,,
Worth,Georgia,31.535712,-83.861186,,,,,,,,,,,
Hawaii,Hawaii,19.672837,-155.421895,,,,,,,,,,,
Honolulu,Hawaii,21.372464,-157.913673,,,,,,,,,,,
Kalawao,Hawaii,21.188495,-156.979972,,,,,,,,,,,
Kauai,Hawaii,22.021022,-159.442112,,,,,,,,,,,
Maui,Hawaii,20.863747,-156.493816,,,,,,,,,,,
Ada,Idaho,43.611186,-116.304409,,,,,,,,,,,
Adams,Idaho,44.848619,-116.375947,,,,,,,,,,,
Bannock,Idaho,42.869212,-112.423672,,,,,,,,,,,
Bear Lake,Idaho,42.306336,-111.341632,,,,,,,,,,,
Benewah,Idaho,47.271692,-116.639736,,,,,,,,,,,
Bingham,Idaho,43.217372,-112.355721,,,,,,,,,,,
Blaine,Idaho,43.541366,-114.294277,,,,,,,,,,,
Boise,Idaho,43.899702,-115.993695,,,,,,,,,,,
Bonner,Idaho,48.235649,-116.630982,,,,,,,,,,,
Bonneville,Idaho,43.494876,-111.997623,,,,,,,,,,,
Boundary,Idaho,48.705964,-116.302851,,,,,,,,,,,
Butte,Idaho,43.699097,-113.294562,,,,,,,,,,,
Camas,Idaho,43.350524,-114.756451,,,,,,,,,,,
Canyon,Idaho,43.611438,-116.627276,,,,,,,,,,,
Caribou,Idaho,42.643778,-111.656063,,,,,,,,,,,
Cassia,Idaho,42.482791,-113.741833,,,,,,,,,,,
Clark,Idaho,44.185815,-112.278608,,,,,,,,,,,
Clearwater,Idaho,46.48524,-116.185221,,,,,,,,,,,
Custer,Idaho,44.285168,-114.048035,,,,,,,,,,,
Elmore,Idaho,43.11532,-115.684407,,,,,,,,,,,
Franklin,Idaho,42.0993,-111.872202,,,,,,,,,,,
Fremont,Idaho,44.014844,-111.615464,,,,,,,,,,,
Gem,Idaho,43.884323,-116.506739,,,,,,,,,,,
Gooding,Idaho,42.852717,-114.751067,,,,,,,,,,,
Idaho,Idaho,45.974127,-116.106566,,,,,,,,,,,
Jefferson,Idaho,43.691123,-111.969394,,,,,,,,,,,
Jerome,Idaho,42.698447,-114.462669,,,,,,,,,,,
Kootenai,Idaho,47.73713,-116.832581,,,,,,,,,,,
Latah,Idaho,46.742968,-116.934434,,,,,,,,,,,
Lemhi,Idaho,45.127412,-113.86153,,,,,,,,,,,
Lewis,Idaho,46.238066,-116.25739,,,,,,,,,,,
Lincoln,Idaho,42.973467,-114.326069,,,,,,,,,,,
Madison,Idaho,43.819114,-111.794073,,,,,,,,,,,
Minidoka,Idaho,42.613266,-113.712227,,,,,,,,,,,
Nez Perce,Idaho,46.394126,-116.950462,,,,,,,,,,,
Oneida,Idaho,42.181568,-112.301274,,,,,,,,,,,
Owyhee,Idaho,43.376748,-116.681558,,,,,,,,,,,
Payette,Idaho,44.020334,-116.894281,,,,,,,,,,,
Power,Idaho,42.775001,-112.829004,,,,,,,,,,,
Shoshone,Idaho,47.514637,-116.085925,,,,,,,,,,,
Teton,Idaho,43.692977,-111.125546,,,,,,,,,,,
Twin Falls,Idaho,42.558563,-114.504002,,,,,,,,,,,
Valley,Idaho,44.758677,-116.073719,,,,,,,,,,,
Washington,Idaho,44.297898,-116.919922,,,,,,,,,,,
Adams,Illinois,39.943826,-91.328948,,,,,,,,,,,
Alexander,Illinois,37.149251,-89.289666,,,,,,,,,,,
Bond,Illinois,38.884622,-89.432819,,,,,,,,,,,
Boone,Illinois,42.293981,-88.851989,,,,,,,,,,,
Brown,Illinois,39.964815,-90.746466,,,,,,,,,,,
Bureau,Illinois,41.382964,-89.42378,,,,,,,,,,,
Calhoun,Illinois,39.12353,-90.63801,,,,,,,,,,,
Carroll,Illinois,42.071879,-89.963255,,,,,,,,,,,
Cass,Illinois,39.979866,-90.319209,,,,,,,,,,,
Champaign,Illinois,40.128073,-88.233083,,,,,,,,,,,
Christian,Illinois,39.525298,-89.254627,,,,,,,,,,,
Clark,Illinois,39.351007,-87.800246,,,,,,,,,,,
Clay,Illinois,38.716132,-88.490134,,,,,,,,,,,
Clinton,Illinois,38.587753,-89.472099,,,,,,,,,,,
Coles,Illinois,39.487297,-88.258277,,,,,,,,,,,
Cook,Illinois,41.865937,-87.757714,,,,,,,,,,,
Crawford,Illinois,39.00569,-87.748024,,,,,,,,,,,
Cumberland,Illinois,39.275965,-88.280887,,,,,,,,,,,
DeKalb,Illinois,41.927172,-88.72946,,,,,,,,,,,
De Witt,Illinois,40.171701,-88.908946,,,,,,,,,,,
Douglas,Illinois,39.766826,-88.279794,,,,,,,,,,,
DuPage,Illinois,41.849815,-88.071617,,,,,,,,,,,
Edgar,Illinois,39.635942,-87.71537,,,,,,,,,,,
Edwards,Illinois,38.402493,-88.04063,,,,,,,,,,,
Effingham,Illinois,39.094723,-88.576033,,,,,,,,,,,
Fayette,Illinois,38.997829,-89.033295,,,,,,,,,,,
Ford,Illinois,40.527422,-88.217453,,,,,,,,,,,
Franklin,Illinois,37.962135,-88.953316,,,,,,,,,,,
Fulton,Illinois,40.521963,-90.119357,,,,,,,,,,,
Gallatin,Illinois,37.770001,-88.238563,,,,,,,,,,,
Greene,Illinois,39.37224,-90.373465,,,,,,,,,,,
Grundy,Illinois,41.345274,-88.347437,,,,,,,,,,,
Hamilton,Illinois,38.092156,-88.557747,,,,,,,,,,,
Hancock,Illinois,40.425725,-91.203133,,,,,,,,,,,
Hardin,Illinois,37.478453,-88.290573,,,,,,,,,,,
Henderson,Illinois,40.828841,-90.9448,,,,,,,,,,,
Henry,Illinois,41.348782,-90.134757,,,,,,,,,,,
Iroquois,Illinois,40.763597,-87.834391,,,,,,,,,,,
Jackson,Illinois,37.747793,-89.274031,,,,,,,,,,,
Jasper,Illinois,39.003765,-88.159885,,,,,,,,,,,
Jefferson,Illinois,38.308488,-88.910808,,,,,,,,,,,
Jersey,Illinois,39.072862,-90.32042,,,,,,,,,,,
Jo Daviess,Illinois,42.411324,-90.305944,,,,,,,,,,,
Johnson,Illinois,37.474558,-88.882358,,,,,,,,,,,
Kane,Illinois,41.918111,-88.331264,,,,,,,,,,,
Kankakee,Illinois,41.148582,-87.850867,,,,,,,,,,,
Kendall,Illinois,41.663724,-88.379066,,,,,,,,,,,
Knox,Illinois,40.937032,-90.328601,,,,,,,,,,,
Lake,Illinois,42.313072,-87.969458,,,,,,,,,,,
LaSalle,Illinois,41.350798,-88.895997,,,,,,,,,,,
Lawrence,Illinois,38.718291,-87.748328,,,,,,,,,,,
Lee,Illinois,41.810242,-89.398207,,,,,,,,,,,
Livingston,Illinois,40.907044,-88.573187,,,,,,,,,,,
Logan,Illinois,40.140775,-89.361505,,,,,,,,,,,
McDonough,Illinois,40.469472,-90.669344,,,,,,,,,,,
McHenry,Illinois,42.271472,-88.34988,,,,,,,,,,,
McLean,Illinois,40.494123,-88.954977,,,,,,,,,,,
Macon,Illinois,39.851176,-88.947076,,,,,,,,,,,
Macoupin,Illinois,39.19403,-89.877035,,,,,,,,,,,
Madison,Illinois,38.801396,-90.018097,,,,,,,,,,,
Marion,Illinois,38.59071,-89.016967,,,,,,,,,,,
Marshall,Illinois,41.043034,-89.315638,,,,,,,,,,,
Mason,Illinois,40.286475,-89.898924,,,,,,,,,,,
Massac,Illinois,37.178592,-88.714109,,,,,,,,,,,
Menard,Illinois,39.99726,-89.799507,,,,,,,,,,,
Mercer,Illinois,41.214043,-90.687167,,,,,,,,,,,
Monroe,Illinois,38.358529,-90.171163,,,,,,,,,,,
Montgomery,Illinois,39.198961,-89.505319,,,,,,,,,,,
Morgan,Illinois,39.718155,-90.231161,,,,,,,,,,,
Moultrie,Illinois,39.631979,-88.614419,,,,,,,,,,,
Ogle,Illinois,42.028653,-89.256098,,,,,,,,,,,
Peoria,Illinois,40.742915,-89.638993,,,,,,,,,,,
Perry,Illinois,38.058514,-89.323862,,,,,,,,,,,
Piatt,Illinois,40.007008,-88.581585,,,,,,,,,,,
Pike,Illinois,39.621311,-90.859127,,,,,,,,,,,
Pope,Illinois,37.39893,-88.54991,,,,,,,,,,,
Pulaski,Illinois,37.199543,-89.13475,,,,,,,,,,,
Putnam,Illinois,41.229306,-89.270945,,,,,,,,,,,
Randolph,Illinois,38.055541,-89.809249,,,,,,,,,,,
Richland,Illinois,38.725943,-88.088315,,,,,,,,,,,
Rock Island,Illinois,41.489142,-90.504005,,,,,,,,,,,
St. Clair,Illinois,38.550219,-90.000674,,,,,,,,,,,
Saline,Illinois,37.754786,-88.536395,,,,,,,,,,,
Sangamon,Illinois,39.772757,-89.652867,,,,,,,,,,,
Schuyler,Illinois,40.13118,-90.568639,,,,,,,,,,,
Scott,Illinois,39.645737,-90.462754,,,,,,,,,,,
Shelby,Illinois,39.396539,-88.802073,,,,,,,,,,,
Stark,Illinois,41.098377,-89.792451,,,,,,,,,,,
Stephenson,Illinois,42.324139,-89.644541,,,,,,,,,,,
Tazewell,Illinois,40.602899,-89.534104,,,,,,,,,,,
Union,Illinois,37.46858,-89.236505,,,,,,,,,,,
Vermilion,Illinois,40.149683,-87.654806,,,,,,,,,,,
Wabash,Illinois,38.431283,-87.789625,,,,,,,,,,,
Warren,Illinois,40.890638,-90.636371,,,,,,,,,,,
Washington,Illinois,38.359407,-89.39393,,,,,,,,,,,
Wayne,Illinois,38.406869,-88.422496,,,,,,,,,,,
White,Illinois,38.089959,-88.192241,,,,,,,,,,,
Whiteside,Illinois,41.780798,-89.823253,,,,,,,,,,,
Will,Illinois,41.565138,-88.057232,,,,,,,,,,,
Williamson,Illinois,37.755675,-88.974979,,,,,,,,,,,
Winnebago,Illinois,42.307128,-89.06224,,,,,,,,,,,
Woodford,Illinois,40.771239,-89.29031,,,,,,,,,,,
Adams,Indiana,40.753767,-84.934317,,,,,,,,,,,
Allen,Indiana,41.098642,-85.122329,,,,,,,,,,,
Bartholomew,Indiana,39.216785,-85.902794,,,,,,,,,,,
Benton,Indiana,40.575066,-87.291433,,,,,,,,,,,
Blackford,Indiana,40.469726,-85.34419,,,,,,,,,,,
Boone,Indiana,40.013009,-86.398737,,,,,,,,,,,
Brown,Indiana,39.236241,-86.20969,,,,,,,,,,,
Carroll,Indiana,40.578983,-86.600098,,,,,,,,,,,
Cass,Indiana,40.747104,-86.339592,,,,,,,,,,,
Clark,Indiana,38.371546,-85.732035,,,,,,,,,,,
Clay,Indiana,39.469066,-87.124217,,,,,,,,,,,
Clinton,Indiana,40.298201,-86.512307,,,,,,,,,,,
Crawford,Indiana,38.313435,-86.423444,,,,,,,,,,,
Daviess,Indiana,38.696963,-87.098076,,,,,,,,,,,
Dearborn,Indiana,39.14462,-84.920935,,,,,,,,,,,
Decatur,Indiana,39.319975,-85.494211,,,,,,,,,,,
DeKalb,Indiana,41.378214,-85.034285,,,,,,,,,,,
Delaware,Indiana,40.20517,-85.401962,,,,,,,,,,,
Dubois,Indiana,38.357067,-86.914032,,,,,,,,,,,
Elkhart,Indiana,41.637679,-85.906728,,,,,,,,,,,
Fayette,Indiana,39.640791,-85.147496,,,,,,,,,,,
Floyd,Indiana,38.321514,-85.855645,,,,,,,,,,,
Fountain,Indiana,40.152089,-87.271946,,,,,,,,,,,
Franklin,Indiana,39.401885,-85.070265,,,,,,,,,,,
Fulton,Indiana,41.059389,-86.220078,,,,,,,,,,,
Gibson,Indiana,38.30918,-87.546685,,,,,,,,,,,
Grant,Indiana,40.525253,-85.644413,,,,,,,,,,,
Greene,Indiana,39.052316,-86.992172,,,,,,,,,,,
Hamilton,Indiana,40.002534,-86.059737,,,,,,,,,,,
Hancock,Indiana,39.811662,-85.824125,,,,,,,,,,,
Harrison,Indiana,38.233745,-86.097474,,,,,,,,,,,
Hendricks,Indiana,39.772784,-86.415055,,,,,,,,,,,
Henry,Indiana,39.928644,-85.403678,,,,,,,,,,,
Howard,Indiana,40.470704,-86.132959,,,,,,,,,,,
Huntington,Indiana,40.870224,-85.487085,,,,,,,,,,,
Jackson,Indiana,38.925896,-85.942654,,,,,,,,,,,
Jasper,Indiana,41.075783,-87.149436,,,,,,,,,,,
Jay,Indiana,40.428424,-85.033025,,,,,,,,,,,
Jefferson,Indiana,38.758956,-85.433692,,,,,,,,,,,
Jennings,Indiana,39.005169,-85.648821,,,,,,,,,,,
Johnson,Indiana,39.553276,-86.113609,,,,,,,,,,,
Knox,Indiana,38.698623,-87.45768,,,,,,,,,,,
Kosciusko,Indiana,41.266796,-85.830484,,,,,,,,,,,
LaGrange,Indiana,41.6324,-85.46117,,,,,,,,,,,
Lake,Indiana,41.526226,-87.408155,,,,,,,,,,,
LaPorte,Indiana,41.631837,-86.790977,,,,,,,,,,,
Lawrence,Indiana,38.846386,-86.495718,,,,,,,,,,,
Madison,Indiana,40.11412,-85.708901,,,,,,,,,,,
Marion,Indiana,39.791299,-86.135905,,,,,,,,,,,
Marshall,Indiana,41.347248,-86.273082,,,,,,,,,,,
Martin,Indiana,38.678357,-86.848113,,,,,,,,,,,
Miami,Indiana,40.730651,-86.073933,,,,,,,,,,,
Monroe,Indiana,39.162879,-86.537697,,,,,,,,,,,
Montgomery,Indiana,40.03511,-86.90006,,,,,,,,,,,
Morgan,Indiana,39.512251,-86.399318,,,,,,,,,,,
Newton,Indiana,40.994087,-87.380385,,,,,,,,,,,
Noble,Indiana,41.413892,-85.391205,,,,,,,,,,,
Ohio,Indiana,38.954549,-84.911295,,,,,,,,,,,
Orange,Indiana,38.562156,-86.496982,,,,,,,,,,,
Owen,Indiana,39.315596,-86.799822,,,,,,,,,,,
Parke,Indiana,39.758327,-87.227997,,,,,,,,,,,
Perry,Indiana,38.009327,-86.705205,,,,,,,,,,,
Pike,Indiana,38.424833,-87.233923,,,,,,,,,,,
Porter,Indiana,41.513679,-87.105308,,,,,,,,,,,
Posey,Indiana,38.013245,-87.823041,,,,,,,,,,,
Pulaski,Indiana,41.050592,-86.685266,,,,,,,,,,,
Putnam,Indiana,39.646107,-86.835611,,,,,,,,,,,
Randolph,Indiana,40.168573,-84.997064,,,,,,,,,,,
Ripley,Indiana,39.159402,-85.218379,,,,,,,,,,,
Rush,Indiana,39.623616,-85.474569,,,,,,,,,,,
St. Joseph,Indiana,41.6754,-86.228686,,,,,,,,,,,
Scott,Indiana,38.698198,-85.762718,,,,,,,,,,,
Shelby,Indiana,39.536039,-85.789825,,,,,,,,,,,
Spencer,Indiana,38.015495,-87.011149,,,,,,,,,,,
Starke,Indiana,41.282896,-86.631962,,,,,,,,,,,
Steuben,Indiana,41.649521,-85.010662,,,,,,,,,,,
Sullivan,Indiana,39.103093,-87.390988,,,,,,,,,,,
Switzerland,Indiana,38.819835,-85.023499,,,,,,,,,,,
Tippecanoe,Indiana,40.41788,-86.886971,,,,,,,,,,,
Tipton,Indiana,40.308849,-86.050587,,,,,,,,,,,
Union,Indiana,39.618626,-84.919102,,,,,,,,,,,
Vanderburgh,Indiana,37.996062,-87.551819,,,,,,,,,,,
Vermillion,Indiana,39.763164,-87.440231,,,,,,,,,,,
Vigo,Indiana,39.460817,-87.387985,,,,,,,,,,,
Wabash,Indiana,40.858522,-85.802372,,,,,,,,,,,
Warren,Indiana,40.312186,-87.326289,,,,,,,,,,,
Warrick,Indiana,38.012884,-87.352574,,,,,,,,,,,
Washington,Indiana,38.572886,-86.086677,,,,,,,,,,,
Wayne,Indiana,39.842737,-84.949811,,,,,,,,,,,
Wells,Indiana,40.770771,-85.194412,,,,,,,,,,,
White,Indiana,40.755698,-86.810306,,,,,,,,,,,
Whitley,Indiana,41.163144,-85.47848,,,,,,,,,,,
Adair,Iowa,41.344629,-94.479157,,,,,,,,,,,
Adams,Iowa,41.006693,-94.709635,,,,,,,,,,,
Allamakee,Iowa,43.25705,-91.417115,,,,,,,,,,,
Appanoose,Iowa,40.739836,-92.867034,,,,,,,,,,,
Audubon,Iowa,41.676829,-94.925302,,,,,,,,,,,
Benton,Iowa,42.06222,-92.017478,,,,,,,,,,,
Black Hawk,Iowa,42.490851,-92.370013,,,,,,,,,,,
Boone,Iowa,42.026494,-93.895155,,,,,,,,,,,
Bremer,Iowa,42.743058,-92.376967,,,,,,,,,,,
Buchanan,Iowa,42.486957,-91.901041,,,,,,,,,,,
Buena Vista,Iowa,42.679153,-95.181444,,,,,,,,,,,
Butler,Iowa,42.707538,-92.758692,,,,,,,,,,,
Calhoun,Iowa,42.400162,-94.625331,,,,,,,,,,,
Carroll,Iowa,42.038571,-94.867634,,,,,,,,,,,
Cass,Iowa,41.365898,-94.979466,,,,,,,,,,,
Cedar,Iowa,41.757883,-91.137388,,,,,,,,,,,
Cerro Gordo,Iowa,43.135116,-93.246222,,,,,,,,,,,
Cherokee,Iowa,42.749288,-95.593937,,,,,,,,,,,
Chickasaw,Iowa,43.038059,-92.344319,,,,,,,,,,,
Clarke,Iowa,41.036835,-93.78126,,,,,,,,,,,
Clay,Iowa,43.127315,-95.159571,,,,,,,,,,,
Clayton,Iowa,42.860097,-91.322919,,,,,,,,,,,
Clinton,Iowa,41.852707,-90.335737,,,,,,,,,,,
Crawford,Iowa,42.027366,-95.358454,,,,,,,,,,,
Dallas,Iowa,41.645223,-93.923368,,,,,,,,,,,
Davis,Iowa,40.765097,-92.415821,,,,,,,,,,,
Decatur,Iowa,40.71001,-93.821366,,,,,,,,,,,
Delaware,Iowa,42.482434,-91.383342,,,,,,,,,,,
Des Moines,Iowa,40.833525,-91.141489,,,,,,,,,,,
Dickinson,Iowa,43.389624,-95.133548,,,,,,,,,,,
Dubuque,Iowa,42.493726,-90.759915,,,,,,,,,,,
Emmet,Iowa,43.394425,-94.75499,,,,,,,,,,,
Fayette,Iowa,42.820385,-91.855375,,,,,,,,,,,
Floyd,Iowa,43.074625,-92.75233,,,,,,,,,,,
Franklin,Iowa,42.755202,-93.240318,,,,,,,,,,,
Fremont,Iowa,40.747942,-95.623322,,,,,,,,,,,
Greene,Iowa,42.029792,-94.375962,,,,,,,,,,,
Grundy,Iowa,42.380262,-92.748284,,,,,,,,,,,
Guthrie,Iowa,41.669446,-94.431251,,,,,,,,,,,
Hamilton,Iowa,42.407552,-93.766985,,,,,,,,,,,
Hancock,Iowa,43.092013,-93.705072,,,,,,,,,,,
Hardin,Iowa,42.436775,-93.215799,,,,,,,,,,,
Harrison,Iowa,41.662391,-95.807433,,,,,,,,,,,
Henry,Iowa,40.981343,-91.537058,,,,,,,,,,,
Howard,Iowa,43.361616,-92.231027,,,,,,,,,,,
Humboldt,Iowa,42.74679,-94.215551,,,,,,,,,,,
Ida,Iowa,42.391343,-95.504381,,,,,,,,,,,
Iowa,Iowa,41.702615,-92.039923,,,,,,,,,,,
Jackson,Iowa,42.139283,-90.566782,,,,,,,,,,,
Jasper,Iowa,41.678374,-93.070038,,,,,,,,,,,
Jefferson,Iowa,41.013171,-91.964603,,,,,,,,,,,
Johnson,Iowa,41.679755,-91.55831,,,,,,,,,,,
Jones,Iowa,42.136467,-91.198513,,,,,,,,,,,
Keokuk,Iowa,41.325439,-92.17499,,,,,,,,,,,
Kossuth,Iowa,43.147016,-94.22057,,,,,,,,,,,
Lee,Iowa,40.55857,-91.396226,,,,,,,,,,,
Linn,Iowa,42.009607,-91.647251,,,,,,,,,,,
Louisa,Iowa,41.22579,-91.259929,,,,,,,,,,,
Lucas,Iowa,41.021148,-93.313045,,,,,,,,,,,
Lyon,Iowa,43.385265,-96.218544,,,,,,,,,,,
Madison,Iowa,41.347064,-93.989405,,,,,,,,,,,
Mahaska,Iowa,41.31208,-92.641016,,,,,,,,,,,
Marion,Iowa,41.35483,-93.04269,,,,,,,,,,,
Marshall,Iowa,42.031353,-92.938421,,,,,,,,,,,
Mills,Iowa,41.04967,-95.695267,,,,,,,,,,,
Mitchell,Iowa,43.336257,-92.803247,,,,,,,,,,,
Monona,Iowa,42.063026,-95.985135,,,,,,,,,,,
Monroe,Iowa,41.035615,-92.827682,,,,,,,,,,,
Montgomery,Iowa,41.008619,-95.167995,,,,,,,,,,,
Muscatine,Iowa,41.464065,-91.078997,,,,,,,,,,,
O'Brien,Iowa,43.126413,-95.690881,,,,,,,,,,,
Osceola,Iowa,43.38638,-95.680373,,,,,,,,,,,
Page,Iowa,40.747616,-95.188476,,,,,,,,,,,
Palo Alto,Iowa,43.099878,-94.690212,,,,,,,,,,,
Plymouth,Iowa,42.747907,-96.203431,,,,,,,,,,,
Pocahontas,Iowa,42.745402,-94.700868,,,,,,,,,,,
Polk,Iowa,41.623296,-93.641654,,,,,,,,,,,
Pottawattamie,Iowa,41.278533,-95.79515,,,,,,,,,,,
Poweshiek,Iowa,41.709953,-92.620663,,,,,,,,,,,
Ringgold,Iowa,40.733763,-94.23852,,,,,,,,,,,
